,Fact,Note
236,"
        Chuck Norris n'a pas été conçu in vitro, on n'entube pas Chuck Norris.
 ",9.06 / 10 
237,"
        Chuck Norris fait aussi le 100m en 9'69, mais à la nage....
 ",9.06 / 10 
238,"
        Un jour le père noël a frappé à la porte de Chuck Norris. Depuis il passe par la cheminée.
 ",9.06 / 10 
239,"
        Chuck Norris ne cligne pas des yeux, ce sont ses paupières qui font des pompes.
 ",9.06 / 10 
240,"
        Chuck Norris doit respirer de l'Hélium pour imiter la voix de Barry White
 ",9.06 / 10 
241,"
        Quand il dépasse le deuxième, Chuck Norris devient premier, LUI.
 ",9.06 / 10 
242,"
        Chuck Norris parle le langage des signes avec des gants de Boxe, et tous le monde le comprend
 ",9.06 / 10 
243,"
        Dans le nom Jonah Lomu, si on remplace le J par un C, le O par un H, le N par un U, le A par un C, le H par un K, le L par un N, qu'on garde le O, qu'on remplace le M par un R, le U par un autre R et qu'on rajoute les lettres I et S on obtient CHUCK NORRIS. Comme quoi le hasard est épatant.
 ",9.06 / 10 
244,"
        Quand Chuck Norris est au cinéma et que son téléphone sonne, les spectateurs sortent de la salle pour ne pas le déranger.
 ",9.06 / 10 
245,"
        Chuck Norris peut mélanger une carte.
 ",9.06 / 10 
246,"
        Donner à Chuck Norris, c'est donné, reprendre, c'est crever.
 ",9.06 / 10 
247,"
        Chuck Norris mange ses yaourts ""Mamie Nova"" avec de vrais morceaux de mamies.
 ",9.06 / 10 
248,"
        La maison de Chuck Norris n'est pas entourée d'autres maisons, avec Chuck Norris pas de quartier!
 ",9.06 / 10 
249,"
        Si Chuck Norris avait une fille, elle aurait quand même des couilles.
 ",9.06 / 10 
250,"
        Le rugissement d'un lion peut s'entendre jusqu'à 9km à la ronde. C'est presque autant que le silence de Chuck Norris.
 ",9.06 / 10 
251,"
        Un jour, quelqu'un a fait chier Chuck Norris un dimanche. U2 en a fait une chanson.
 ",9.06 / 10 
252,"
        Le Death Note n'est en réalité que l'agenda de Chuck Norris .
 ",9.06 / 10 
253,"
        Chuck Norris peut parler de lui-même à la 7ème personne.
 ",9.06 / 10 
254,"
        Des gamins pissent dans la neige pour écrire leurs noms. Chuck Norris pisse sur les gamins pour faire la même chose...
 ",9.06 / 10 
255,"
        ChuckNorris.jpg a la même taille que ChuckNorris.bmp : Chuck Norris est incompressible.
 ",9.06 / 10 
256,"
        Chuck Norris ne s'est jamais rendu à l'école. Chuck Norris ne se rend jamais.
 ",9.06 / 10 
257,"
        Chuck Norris peut faire Ctrl+Alt+Suppr avec deux doigts.
 ",9.05 / 10 
258,"
        Sarkozy a voulu embaucher Chuck Norris en tant que garde du corps. Il a répondu qu'il ne gardait pas les enfants
 ",9.05 / 10 
259,"
        Avant de rencontrer Chuck Norris, il s'appellait 100 euro.
Depuis, on l'appelle 50 cent...
 ",9.05 / 10 
260,"
        Si le lion est le roi de la jungle, c'est parce que Chuck Norris vit en ville.
 ",9.05 / 10 
261,"
        Chuck Norris connait le secret de la laitière.
 ",9.05 / 10 
262,"
        Quand on s'adresse à Chuck Norris c'est: sujet, verbe, compliments.
 ",9.05 / 10 
263,"
        Chuck Norris peut arnaquer Julien Courbet.
 ",9.05 / 10 
264,"
        Chuck Norris peut toucher Georges W. Bush avec une chaussure.
 ",9.05 / 10 
265,"
        L'histoire du cheval de Troie est inspiré d'un fait divers de la vie de Chuck Norris. En effet, c'est Chuck qui le premier a réussit à faire rentrer 104 personnes dans un cheval.
 ",9.05 / 10 
266,"
        Quand Chuck Norris va au cinéma, on lui donne une télécommande.
 ",9.05 / 10 
267,"
        Il n'y aura jamais ""Chuck Norris contre les lapins crétins"". Ils sont crétins, pas fous...
 ",9.05 / 10 
268,"
        Mes parents ont dit à mon petit frère que Chuck Norris n'était qu'un personnage de série TV. Maintenant nous sommes orphelins.
 ",9.05 / 10 
269,"
        Si Chuck Norris dit ""ça va chier"", t'as pas intérêt d'être constipé !
 ",9.05 / 10 
270,"
        Chuck Norris a dépucelé la forêt vierge.
 ",9.05 / 10 
271,"
        Si tu ne le vouvoies pas Chuck Norris, Chuck Norris te tue toi..
 ",9.05 / 10 
272,"
        Si Ronaldinho rit tout le temps, c'est parce que Chuck Norris lui a fait une blague un jour.
 ",9.05 / 10 
273,"
        Chuck Norris a déjà utilisé le gros trou du taille crayon
 ",9.05 / 10 
274,"
        Chuck Norris peut mimer Anticonstitutionnellement
 ",9.05 / 10 
275,"
        Un jour, Chuck Norris a zappé sur la 2, PPDA a été licencié.
 ",9.04 / 10 
276,"
        Chuck Norris est en faveur de la théorie du Big Bang. Il était là. Il a tout vu.
 ",9.04 / 10 
277,"
        Chuck Norris s'est masturbé la première fois dans le ventre de sa mère. C'est ainsi qu'elle tomba enceinte de Chuck Norris.
 ",9.04 / 10 
278,"
        Chuck Norris sait ce que veulent les femmes. De toute façon elles n'ont pas le choix.
 ",9.04 / 10 
279,"
        Chuck Norris ne parle jamais au sens figuré : quand il dit "" je vais te faire manger la table "" , vos doutes s'envolent.
 ",9.04 / 10 
280,"
        Chuck Norris a battu Yu-Gi-Oh au tarot.
 ",9.04 / 10 
281,"
        Qunad Chuck Norris fait un Monopoly, les autres joueurs ne tirent pas les cartes chance. On a aucune chance face à Chuck Norris...
 ",9.04 / 10 
282,"
        En plus des codes de lancement des missiles nucléaires, le Président de la République reçoit, le numéro du portable de Chuck Norris. On ne sait jamais...
 ",9.04 / 10 
283,"
        Chuck Norris peut battre en retraite.

C'est à dire quand il sera retraité, il te battra quand même.
 ",9.04 / 10 
284,"
        Quand une fille lui dit ""t'es vraiment un mec super, t'as fait tout ce qu'il fallait, mais je préfère qu'on s'arrête là, désolée, ça vient de moi, je suis trop compliquée"", Chuck Norris comprend.
 ",9.04 / 10 
285,"
        le dernier type qui avait un cheveux sur la langue et a prononcé ""Fuck Norris"" n'a toujours pas donné signe de vie....
 ",9.04 / 10 
286,"
        Chuck Norris mange 10 steak en 10 minutes. Les neuf premières minutes il chasse le boeuf.
 ",9.04 / 10 
287,"
        Chuck Norris a battu Kasparov aux échecs en 3 coups: 2 coups de pied et 1 coup de boule.
 ",9.04 / 10 
288,"
        Chuck Norris peut tracer un cercle de 361°
 ",9.04 / 10 
289,"
        Chuck Norris aime ce site. Sinon nous serions déjà tous morts. Trois fois.
 ",9.04 / 10 
290,"
        Le masque de Chuck Norris a été interdit a la vente.
On ne se paye pas la gueule de Chuck Norris.
 ",9.04 / 10 
291,"
        Pour faire le ménage Chuck Norris traine Mr Propre par terre.
 ",9.04 / 10 
292,"
        Chck Norris est le seul à avoir une version 100% sure et non buggée de Windows Vista. Bill Gates n'est pas fou.
 ",9.04 / 10 
293,"
        Si Chuck Norris est une tapette, alors Dieu est une mouche...
 ",9.03 / 10 
294,"
        Quand Chuck Norris mange un kinder, il y a une PS3 à l'intérieur.
 ",9.03 / 10 
295,"
        Chuck Norris est tellement habitué à mettre ses lentilles qu'il peut faire ça les yeux fermés.
 ",9.03 / 10 
296,"
        Chuck Norris peut t'insulter 8 fois dans une phrase de 5 mots
 ",9.03 / 10 
297,"
        Quand Chuck Norris conduit une décapotable c'est la voiture qui se la pète!
 ",9.03 / 10 
298,"
        Les américains ont terminé d'installer leur bouclier anti missile nucléaire : Ils ont équipé Chuck Norris d'une batte de base-ball.
 ",9.03 / 10 
299,"
        Chuck Norris n'est pas parfait, non... il est meilleur que ça.
 ",9.03 / 10 
300,"
        Chuck Norris peut amener la France en finale de l'euro.
 ",9.03 / 10 
301,"
        Le premier accélérateur de particules a été créé par hasard : Chuck Norris faisait du tourniquet...
 ",9.03 / 10 
302,"
        Quand Chuck Norris casse une branche en deux, il y a trois morceaux.
 ",9.03 / 10 
303,"
        Chuck Norris a vu la Vierge. Elle ne lest pas restée
 ",9.03 / 10 
304,"
        Quand le schtroumpf farceur à offert un cadeau à Chuck Norris, il est devenu le schtroumpf paraplégique .
 ",9.03 / 10 
305,"
        Chuck Norris fait ses 35 heures en une journée
 ",9.03 / 10 
306,"
        Einstein disait : Il n'y a que deux choses infinies : l'univers, et la puissance de Chuck Norris, mais pour l'univers, je ne suis pas sur.
 ",9.03 / 10 
307,"
        Chuck Norris peut battre toute l'armée Américaine en étant seulement armé de son gros orteil gauche (Chuck Norris aime la difficulté : il est droitier).
 ",9.02 / 10 
308,"
        Quand Chuck Norris est né, Noë a construit une arche pour sauver les autres espèces.
 ",9.02 / 10 
309,"
        Chuck Norris a déjà joué à la roulette russe seul. Il a gagné.
 ",9.02 / 10 
310,"
        Quand Chuck Norris raconte une blague, on est forcément plié en quatre. Que l'on ait rigolé ou pas.
 ",9.02 / 10 
311,"
        Chuck Norris n'as été bourré qu'une seule fois.
ce jour là il inventa :
-Les bisounours
-les téléteubés
-OuiOui
-la tecktonik

depuis,Chuck Norris ne boit plus.
 ",9.02 / 10 
312,"
        Chuck Norris a vendu eBay sur internet
 ",9.02 / 10 
313,"
        Même les athés admettent que Chuck Norris existe.
 ",9.02 / 10 
314,"
        Chuck Norris n'a jamais été puceau.
 ",9.02 / 10 
315,"
        Quand Chuck Norris fait des casse-tête chinois, il ne vaut mieux pas être le chinois...
 ",9.02 / 10 
316,"
        Si Zidane s'appelait Chuck Norris, le tête de materazzi aurait finit dans la cage de Buffon.
 ",9.02 / 10 
317,"
        Le clonage est interdit, car si Chuck Norris était cloné, il serait possible qu'un coup de pied retourné de Chuck rencontre un autre coup de pied retourné de Chuck Norris. Les physiciens s'accordent à dire que ce serait la fin de l'Univers.
 ",9.02 / 10 
318,"
        La seul récompense que Chuck Norris n'a jamais gagné, c'est le lot de consolation.
 ",9.02 / 10 
319,"
        Dark Vador a de l'asthme depuis qu'il a fait la course avec Chuck Norris.
 ",9.02 / 10 
320,"
        Quand Chuck Norris scrute l'horizon, il voit son dos.
 ",9.02 / 10 
321,"
        Chuck Norris coupe des tranches de saucisson tellement fines qu'elles n'ont qu'une face
 ",9.01 / 10 
322,"
        Indiana Jones a survécu à l'explosion d'une bombe nucléaire en se cachant dans un frigo. Chuck Norris a fait pareil avec un micro-ondes.
 ",9.01 / 10 
323,"
        Chuck Norris ne bat jamais en retraite. Il attaque simplement dans la direction opposée.
 ",9.01 / 10 
324,"
        Chuck Norris double ses cascadeurs.
 ",9.01 / 10 
325,"
        Chuck Norris est le seul à pouvoir faire du saut à la perche sans la perche... question d'anatomie.
 ",9.01 / 10 
326,"
        Chuck Norris peut dépuceler un CD vierge.
 ",9.01 / 10 
327,"
        Un jour, Hulk a voulu se battre contre Chuck Norris. Depuis, il se fait appeler Shrek.
 ",9.01 / 10 
328,"
        Chuck Norris a piraté le pentagone. Avec un grille pain.
 ",9.01 / 10 
329,"
        Chuck Norris a inventé le binaire le jour où il a affronté l'armée mongole. Il a transformé les Huns en Zéro !
 ",9.01 / 10 
330,"
        Chuck Norris a installé une nouvelle alarme chez lui. Pour prévenir les voleurs de son retour.
 ",9.01 / 10 
331,"
        Quand Chuck Norris tombe sur la case prison du monopoly, il peut acheter la case.
 ",9.01 / 10 
332,"
        Quand Chuck Norris s'aperçoit qu'il a sauté de l'avion sans son parachute, il remonte le chercher.
 ",9.01 / 10 
333,"
        Chuck Norris a déja compté toutes les étoiles du ciel, mais il l'a fait de jour pour que ce soit plus dur
 ",9.01 / 10 
334,"
        La rumeurs comme quoi Chuck Norris  est égal a lui même est fausse, il est encore meilleur.
 ",9.01 / 10 
335,"
        Chuck Norris connait la différence entre un pigeon.
 ",9.01 / 10 
336,"
        Chuck Norris peut étrangler Rayman.
 ",9.01 / 10 
337,"
        Quand il joue à qui veut gagner des millions, Chuck Norris peut demander la vie du public.
 ",9 / 10 
338,"
        Si Chuck Norris avait été belge, Coluche aurait fait plus de blagues sur les suisses.
 ",9 / 10 
339,"
        On a du adoucir le titre du film d'horreur ""Chucky"" avec un ""Y"" sinon le titre faisait plus peur que le film.
 ",9 / 10 
340,"
        Quand Chuck Norris etait petit, au moment de la piqûre, c'est lui qui disait au médecin ""Vous ne sentirez rien""
 ",9 / 10 
341,"
        Chuck Norris est un kamikaze récidiviste.
 ",9 / 10 
342,"
        Chuck Norris a deja bu avec modération, il l'a trouvé sympa.
 ",9 / 10 
343,"
        Chuck Norris peut tuer deux pierres avec un oiseau.
 ",9 / 10 
344,"
        Quand tu joues à Counter Strike contre Chuck Norris, ta touche ""echap"" ne marche plus.
Personne ne peut échapper à Chuck Norris.
 ",9 / 10 
345,"
        Les héros de Lost ont eu de la chance, ils auraient pu s'écraser dans le jardin de Chuck Norris.
 ",9 / 10 
346,"
        L'homme propose, la femme dispose... et Chuck Norris impose.
 ",9 / 10 
347,"
        Quand Chuck Norris oublie les clefs sur son pick-up, il le retrouve propre et avec le plein d'essence.
 ",9 / 10 
348,"
        Chuck Norris peut parler de la soeur de Zidane.
 ",9 / 10 
349,"
        Il n'y aura jamais de t-shirt a l'effigie de Chuck Norris... On enfile pas Chuck Norris!
 ",9 / 10 
350,"
        Les poings de Chuck Norris, cest comme une boite de chocolats. On ne sait jamais lequel on va se manger.
 ",9 / 10 
351,"
        Quand ils sont face à Chuck Norris, on est sûr que les Italiens ne simulent pas.
 ",9 / 10 
352,"
        Il faut prononcer ""Candyman Candyman Candyman"" devant un miroir pour que Candyman débarque et te pète la gueule.

Alors qu'il suffit d'écrire ""Chuck Norris Chuck Norris Chuck Norris"" pour qu..
 ",9 / 10 
353,"
        Il n'y aura pas de Chuck Norris contre les lapins cretins, ubisoft est formel, les lapins sont cretins mais pas suicidaires.
 ",9 / 10 
354,"
        Dieu a créé le dimanche pour diffuser Walker Texas Ranger.
 ",8.99 / 10 
355,"
        Un jour, un petit rigolo a appelé Chuck Norris Chuck Nono.
C'est de là que vient l'expression j'ai mangé un clown.
 ",8.99 / 10 
356,"
        Cassius Clay a changé de nom quand il a appris que Chuck Norris était à sa recherche.
 ",8.99 / 10 
357,"
        Chuck Norris sera déclaré recordman du lancer du poids le jour où le poids retombera.
 ",8.99 / 10 
358,"
        Quand Chuck Norris te ""renvoie l'ascenceur"" ce n'est pas une métaphore. Et ça fait mal.
 ",8.99 / 10 
359,"
        C'est Chuck Norris qui a eu Kennedy, mais on ne l'a jamais suspecté car il a tiré du toit d'un immeuble à Séoul.
 ",8.99 / 10 
360,"
        Un jour quelqu'un a vu le monstre du Loch Ness... C'était juste Chuck Norris qui avait sa braguette ouverte.
 ",8.99 / 10 
361,"
        Chuck Norris n'a jamais vu ses pieds. il n'est pas du genre a baisser les yeux.
 ",8.99 / 10 
362,"
        Quand il se bat, Chuck Norris jette toujours un oeil derrière lui. Celui de son adversaire.
 ",8.99 / 10 
363,"
        Chuck Norris a fini son forfait illimité.
 ",8.99 / 10 
364,"
        Au jeu des 7 différences Chuck Norris en a trouvé 8.
 ",8.99 / 10 
365,"
        Quand Chuck Norris crie une insulte en montagne, il n'y a pas d'écho. Prudentes, les montagnes, prudentes...
 ",8.99 / 10 
366,"
        Il y a 65 millions d'années, un T-Rex a bousculé Chuck Norris. On connait la suite...
 ",8.99 / 10 
367,"
        Chuck Norris a passé le mur du son en twingo
 ",8.99 / 10 
368,"
        Chuck Norris a fini Gran Turismo 4 avec la Fiat Panda.
 ",8.99 / 10 
369,"
        Chuck Norris n'a jamais tort, c'est la vérité qui se trompe.
 ",8.99 / 10 
370,"
        La position ""Chuck Norris"" a été retirée du kamasutra, elle faisait trop de morts.
 ",8.98 / 10 
371,"
        Jésus transforme l'eau en vin , Chuck Norris la transforme en St Emilion 1954.
 ",8.98 / 10 
372,"
        Chuck Norris peut aller au Parc des Princes avec un maillot de l'OM
 ",8.98 / 10 
373,"
        La dernière fois que Chuck Norris a passé une mauvaise journée le 30 février a disparu.
 ",8.98 / 10 
374,"
        Quand il était au lycée, Chuck Norris utilisait une calculatrice Walker Texas Instruments.
 ",8.98 / 10 
375,"
        La liste des commissions de Chuck Norris est aussi appellée Death Note
 ",8.98 / 10 
376,"
        Si tu dis une connerie, Chuck Norris tourne 7 fois son pied dans ta bouche
 ",8.98 / 10 
377,"
        Quand on tape ""Dieu"" dans Word, il le souligne en rouge et propose de le remplacer par ""Chuck Norris"".
 ",8.98 / 10 
378,"
        Pourquoi George W. Bush fut élu deux fois président des USA :
- Il s'appelle Walker
- Il vient du Texas
- Il lui arrive de porter des Rangers.
Coïncidence ? Je ne pense pas...
 ",8.98 / 10 
